age,income,purchase_amount,satisfaction_score
24,23610,8869,4
30,41815,15436,6
34,9871,4327,4
27,49012,14527,7
26,22138,9828,4
31,34297,7733,6
23,11863,4388,4
29,33353,13443,4
30,35999,13068,6
32,22928,7131,6
37,34545,13810,6
31,11167,4217,7
31,46197,17964,4
33,30373,13396,4
31,18969,7070,4
31,40185,19110,5
29,28134,8696,6
25,39826,13292,7
29,28876,11378,5
28,18828,6698,6
26,37273,12849,4
33,14952,4782,5
25,37015,11903,4
32,48878,16040,5
28,36291,13288,5
20,43742,14381,5
23,28549,9762,5
36,6504,1960,5
29,15425,5707,4
35,6390,2132,3
29,7421,2345,5
37,23132,7610,6
25,15339,6213,4
25,15817,5080,5
26,41488,14877,6
31,10391,3905,4
35,6490,2444,5
30,41694,14066,5
36,9524,2955,6
30,39540,15624,4
24,30685,7463,6
35,11235,3755,5
26,36197,10647,5
27,14584,6067,3
30,49141,16383,5
21,46344,14922,5
32,24982,9385,5
36,49496,20439,6
34,31403,12759,4
27,43962,16696,4
28,9217,3800,5
33,33136,9533,6
26,40344,14497,5
23,48086,15005,6
29,16869,6219,4
24,30251,11054,6
35,47074,19005,5
33,20316,5854,4
25,49291,14856,4
30,19065,6842,5
34,30666,12538,6
31,47023,17855,5
32,18791,6808,2
24,39610,13902,5
32,49020,15457,6
23,35348,13070,5
38,45210,13340,4
29,13053,4286,4
30,9185,3356,7
33,37907,13536,6
33,24943,7878,6
33,47559,21192,5
32,48656,16193,6
30,47993,12211,4
30,18574,6269,7
24,45412,22230,6
27,33230,12603,6
29,20427,6981,5
40,10849,3566,5
24,35145,12048,5
36,24025,8767,2
33,32185,11662,5
29,45208,16170,6
32,13331,4919,5
22,17342,5188,5
39,34480,13971,6
32,33559,10732,5
35,47450,17378,7
25,19484,7760,5
27,19145,6783,4
23,18921,6225,5
31,19281,7717,6
35,8481,3092,5
29,16479,6133,5
40,49568,19560,5
32,18591,7731,4
28,33532,13621,4
34,29617,11386,5
31,41664,12790,6
32,46765,19733,6
20,15224,3623,5
33,43407,14934,4
32,15116,5776,5
27,22292,7359,5
28,43274,13491,7
28,6867,1956,5
25,18044,5970,5
22,41948,12408,6
27,36321,10356,7
37,5949,1979,5
38,45660,15461,4
21,14692,4803,5
33,39699,13772,6
34,8188,2463,4
28,25086,8046,5
30,25469,6869,5
26,30526,12436,5
23,24447,9543,6
31,33987,11197,2
30,15219,5864,4
33,28909,10629,5
34,31901,9160,4
32,48764,16436,4
29,25141,9713,6
28,40287,12483,4
36,41395,12938,5
28,36169,15616,4
36,8709,3102,5
28,15105,6195,6
31,36491,13072,5
31,39297,13380,5
21,8375,2403,7
34,25304,8127,4
20,37282,12342,5
36,31530,6790,6
27,5970,1725,5
25,44160,15656,6
23,6861,2157,3
31,47471,23270,4
23,8786,3176,5
30,46319,17040,5
36,30212,9352,6
29,20766,8470,4
29,45175,18258,7
29,33596,10314,5
22,32995,11308,5
36,41672,15336,3
40,48194,18888,6
36,7266,2519,6
32,8766,3569,4
28,35746,10921,6
24,22990,7190,4
33,39364,14966,8
25,39655,13081,5
27,47750,18166,6
31,7308,3152,5
41,26797,9456,5
28,25657,9019,7
28,13523,3818,5
30,22484,5327,6
27,19173,6883,5
24,16867,5975,6
33,41270,13181,6
23,35976,10605,3
23,41135,14164,5
23,49180,18584,7
34,20224,3929,5
31,5861,2117,4
32,12658,4705,5
29,27897,10179,5
32,46940,16099,4
41,47367,19372,3
33,18507,8639,4
25,14432,4368,5
31,44560,19769,6
19,36884,13734,5
29,46624,16610,5
29,28195,10127,4
33,34921,10771,5
24,8004,2923,6
29,29713,11942,4
28,12901,3450,5
37,14947,6301,5
28,18552,5568,6
31,35709,14173,4
30,43607,12109,5
27,8920,4011,6
26,42979,15411,5
31,31249,10100,4
27,7161,2963,3
27,15418,5070,2
31,20072,6434,6
33,23775,7685,4
25,46030,14048,5
28,12596,3439,5
42,21895,8783,4
31,45779,17107,6
25,48428,17099,6
32,43124,12912,6
36,43018,17414,6
37,28956,10324,5
30,45286,18373,7
33,16312,5799,4
34,36540,13112,6
27,34893,7637,6
27,17018,5630,6
26,40203,13197,4
33,28420,10468,6
35,12300,5734,6
35,30002,8761,6
30,42955,13350,4
31,10907,3724,4
32,17882,7129,6
25,15438,5815,3
31,27322,9587,5
29,34625,9968,2
30,36987,10457,5
19,22572,7992,6
31,28895,9255,3
25,23854,9045,5
30,21759,7705,4
33,47710,14785,6
34,33705,14217,4
23,28975,8456,4
31,35146,13982,6
24,27108,7972,5
30,19774,6872,5
32,23183,7554,4
30,19864,6680,5
33,30153,13963,6
31,7523,1930,6
22,43740,15487,4
26,43694,14822,6
38,44360,14547,5
34,28759,10350,5
31,30987,8172,5
30,27211,12372,6
33,36045,13252,3
32,41511,13519,4
40,39934,13100,5
25,32780,11697,5
31,22956,6449,6
33,8069,2841,4
25,46186,15451,4
30,45268,18776,3
36,33442,16165,4
27,42815,17548,6
31,16017,5045,5
23,9157,3573,6
28,33609,12845,5
22,35866,14075,5
29,28806,9693,5
28,26168,6915,4
21,39405,16403,6
27,12121,4197,5
24,40318,14169,5
33,5133,2096,4
31,44508,16637,6
29,20058,5113,5
24,31655,12150,4
31,49017,16288,6
31,30110,12426,4
34,11627,5005,5
30,5340,1480,6
26,12591,4419,4
26,17404,7313,5
29,11401,4094,5
34,21927,8075,4
37,47003,13966,6
38,16254,6271,6
29,20863,8567,5
37,24739,9403,5
25,8051,2467,4
30,49659,15247,5
34,31409,10577,5
35,30086,9387,4
33,49011,15231,6
24,25610,9868,5
30,45715,16617,5
31,30458,14419,6
39,29716,6153,6
31,26679,9423,6
31,16134,5191,6
23,5308,1836,6
32,29312,10205,5
31,38259,12521,4
27,43438,15543,6
33,24933,9558,5
30,9907,3866,3
25,45803,15140,5
31,17601,7301,6
34,6673,1582,3
28,46095,15334,5
34,10392,3988,6
31,26387,8419,3
32,16524,6714,4
28,6219,2309,6
27,14566,4140,5
29,27056,7796,6
30,24823,11038,4
29,38871,12320,4
26,42381,10744,5
37,10408,4024,3
26,39163,12990,6
32,38157,15096,4
27,49937,16156,5
31,21712,8022,4
22,47902,18786,5
37,36164,13286,5
30,40159,16639,2
31,47763,20948,6
32,32045,9460,6
37,17621,5001,6
24,29628,10479,5
41,39972,13221,3
31,37787,13153,6
27,48981,19581,5
28,35250,13415,5
29,22826,9374,6
34,41290,16966,6
24,11666,4752,5
34,33896,10661,5
24,27724,10373,5
39,19748,7495,5
35,12021,4160,5
25,32687,11902,5
34,23512,8315,5
30,11403,3378,4
31,29301,9776,6
40,27534,9831,5
35,45367,17425,7
29,32356,10665,6
31,38276,12982,5
30,14941,5833,7
29,49167,19171,5
32,6667,1797,4
33,7153,2925,6
37,23699,8617,6
30,32662,11849,5
28,31278,10310,5
30,48458,18620,6
36,26926,9965,3
29,14186,3875,5
33,49479,17220,7
24,15295,4035,2
32,43219,17212,7
28,17940,5749,5
32,28973,9714,4
29,44122,17117,7
26,38991,12834,6
20,11733,3013,5
35,12526,5051,7
32,42601,10117,4
30,49808,23262,6
33,26700,8970,6
30,47357,14049,4
22,15046,4888,6
31,35658,11110,7
30,21682,6752,5
34,24389,6854,6
24,18557,7573,7
39,10134,3072,4
28,21805,8380,6
31,19948,6965,4
19,7284,2917,4
33,41275,14285,6
31,35734,12218,6
25,16425,4699,4
27,7747,2457,5
29,12012,4188,5
36,23736,8149,4
26,14376,4406,6
33,30718,11465,6
21,43149,11504,7
27,6604,2917,6
31,27756,10457,5
32,42226,12133,5
34,15979,6769,6
38,6429,1982,6
30,29760,8668,5
34,17960,6299,5
37,31701,11326,6
31,45621,10667,7
27,17787,8037,4
27,6032,2109,4
29,21551,8968,4
38,38453,13730,6
29,33391,11747,5
19,45119,14987,4
20,42168,16669,6
33,7601,2835,3
37,44846,12921,5
37,20732,8622,4
24,5398,1868,6
28,5217,2272,4
34,36054,11794,6
26,12935,5217,4
26,41713,15021,6
26,11497,5151,6
25,5634,1909,3
35,21540,6732,5
29,15899,5046,5
30,48951,15795,5
29,12927,4843,6
29,7576,2550,4
30,22975,9008,4
34,35529,12710,5
31,20769,6402,4
36,13176,4455,5
26,42817,14438,5
27,38104,12095,5
28,23178,9484,6
30,33547,11875,5
32,23574,8232,5
30,30535,9062,4
29,39958,10769,6
34,13532,5313,4
25,44298,17228,4
35,29679,10549,6
33,20292,5261,5
28,44931,17703,5
33,44982,16584,4
27,11494,2934,5
30,18644,6454,5
33,23445,7880,4
31,11422,3282,5
27,42913,15719,6
30,34153,12251,5
25,38236,16260,6
27,23369,7881,6
24,31785,12486,5
28,22281,9266,4
39,23471,6974,6
29,49593,16160,4
38,14904,4854,5
32,9898,3740,5
32,13608,4833,5
33,25021,7852,6
25,9534,2917,5
30,14378,5579,4
33,46728,14502,5
28,20326,6811,6
31,12377,5195,5
29,48260,17159,4
27,49946,13321,5
33,6155,1644,5
31,36119,13293,5
22,20169,6034,5
34,38167,11653,5
34,11973,5187,5
38,49670,14364,6
41,40852,17058,6
30,6081,2185,4
35,10126,4326,6
23,39153,12980,3
27,36677,14452,5
30,23695,8629,4
35,31637,6257,5
29,5775,2411,6
34,46446,18163,4
35,39610,13478,5
32,29079,9525,5
37,46952,15847,6
32,12113,4062,4
28,49316,17970,6
30,12095,4317,4
26,5528,1488,3
36,29347,9035,3
39,6689,2185,5
34,31991,16124,6
38,28392,10752,4
28,22527,6453,5
28,38125,15054,3
27,23341,6014,6
34,23631,7451,4
33,15281,5661,3
28,39336,16165,6
28,34705,10481,5
35,25960,11076,5
36,24315,8932,2
29,28928,11458,5
23,46330,14722,5
27,30902,11254,4
27,47945,16933,4
26,11833,4747,5
24,32163,11855,5
32,11181,4080,4
35,11960,4674,5
39,8095,2131,5
31,38624,14455,5
27,18424,5372,5
36,38834,15326,5
31,21977,9333,4
41,10496,3981,6
31,45305,12132,6
34,36337,12028,4
26,43143,15812,5
34,26905,7434,5
33,18626,5775,5
36,8420,3322,5
26,46878,17448,5
28,19888,7300,5
27,38711,13356,6
29,24460,8990,5
27,20926,8136,5
28,15923,6997,5
32,31954,12236,4
26,7715,2574,5
27,14516,4478,4
33,13757,4747,7
26,21260,8321,6
39,8280,2593,4
24,38330,15078,5
31,28938,9550,4
33,43797,15593,4
34,27670,11615,5
30,21609,9069,4
28,15618,5458,4
35,32989,8788,5
23,29475,10164,5
32,49814,20124,6
31,35343,12594,4
29,47900,17789,5
27,30520,11915,3
35,35028,13844,4
34,44762,16032,6
28,6120,1826,4
36,46642,16639,5
26,34357,12023,4
20,36565,11682,5
34,11193,4370,5
35,7500,2727,6
33,10901,4962,5
28,49732,13632,7
29,16730,6871,6
33,20338,8199,6
33,47857,19749,5
24,9680,3719,5
39,8385,2960,3
38,18940,4825,5
34,19533,6128,5
27,14774,5473,5
34,46082,15868,6
30,38988,10823,6
26,24642,9917,3
31,33950,12708,6
23,44276,13522,4
29,39766,12084,4
25,23415,9037,7
32,19002,5719,5
39,12579,3473,6
32,45305,15907,4
37,49762,21388,3
25,35071,12003,4
31,35009,12144,7
34,25378,5943,7
22,23117,8775,4
35,19111,7040,4
36,25505,8585,6
31,37173,14371,5
32,8590,2176,7
34,18500,6985,6
31,11078,4708,2
35,8342,3362,3
27,9258,3379,4
34,36062,11875,4
26,31989,10824,5
26,35312,9897,6
35,6675,1746,4
30,44845,12249,6
30,34848,14506,5
34,29626,10587,3
35,17966,6210,7
33,6416,1763,7
28,9917,3552,5
27,34106,12555,4
33,10501,4219,5
28,47813,14122,4
40,36720,13704,5
30,35772,9948,5
30,21233,8162,5
27,36598,15237,5
23,23139,7978,4
31,35001,13345,7
39,14223,5151,4
32,32314,11437,4
28,39761,13508,5
36,16989,6048,4
30,19317,7518,5
30,5494,1960,5
34,49537,19886,5
37,39416,12993,6
28,17949,4811,5
37,18361,5417,5
38,6465,1934,6
28,5450,1674,4
37,39189,12077,5
29,19632,6698,5
28,48913,16116,6
30,45346,14059,5
30,7804,2751,5
42,10131,2576,6
27,16876,6049,3
35,21269,6720,5
38,49310,19352,5
28,42382,14306,5
35,40236,9690,4
28,43373,18113,6
35,32760,11388,6
27,11736,3115,4
24,6647,2159,5
29,24525,7225,5
34,44998,19777,6
22,33239,11016,5
31,16688,4868,6
36,43183,17114,3
31,6962,1968,6
33,47479,11664,4
31,44026,12216,5
28,9184,2836,6
35,39596,13786,4
31,5211,1431,6
25,11772,4673,6
27,38115,13493,5
31,37652,11321,3
31,24585,8634,5
26,46790,16245,4
26,22370,6992,4
30,46616,14539,5
23,31305,11067,6
31,35283,11317,5
27,16234,5004,5
33,19229,6688,4
30,26112,8815,5
35,19139,6308,5
27,19697,8866,5
25,17994,6643,3
36,9851,3211,6
25,41431,13611,5
32,27653,11291,6
34,33856,11204,4
28,35777,12394,5
34,7504,2516,6
31,5654,2048,5
37,24097,9722,6
24,48849,21882,7
27,20068,7967,5
27,6183,1706,5
27,24140,8656,4
21,49283,22464,6
32,6422,2547,4
32,43888,16342,6
37,23805,7196,5
33,45944,14779,5
24,38860,13699,5
22,28955,9738,7
26,39251,13631,6
23,30950,8398,6
30,15599,5989,4
32,49362,15916,5
37,41059,16786,5
31,41101,14045,4
31,23713,10339,7
37,17688,7684,9
30,33914,13298,6
33,7437,2166,6
31,46805,16139,5
33,6710,2633,5
36,37829,11452,5
20,26699,8451,5
27,39293,11896,5
32,20346,7159,3
27,13030,4318,6
34,16392,4997,5
30,41460,9545,7
24,6125,2074,5
27,32942,10425,5
36,18338,5134,5
25,33430,9490,6
23,23480,7620,6
30,15824,5792,6
30,28713,8212,4
23,13595,4320,6
26,32931,11766,6
35,9460,3494,5
25,35869,13785,5
28,17998,6335,6
35,39571,14936,5
25,25064,9259,3
21,41489,16992,4
26,33895,11030,6
33,44054,18702,6
27,15331,6303,5
35,43030,16193,6
39,25338,8150,7
32,20513,6638,5
23,5821,1882,6
34,29417,10353,5
30,31692,10883,5
36,15272,3795,3
27,23170,7127,5
23,37598,13270,6
34,35343,12593,6
26,19010,5279,5
22,17011,8485,6
27,33639,12458,5
29,34972,12907,7
28,9584,3118,6
30,26236,9966,6
22,36543,11124,6
28,24924,7154,6
26,15453,5899,6
24,26016,10222,4
28,8324,3438,4
30,11534,2709,3
27,11951,4257,5
26,20256,5994,7
29,20815,7169,6
28,36575,14567,4
26,5399,2114,5
37,41817,12272,4
24,48741,17089,4
22,35687,12346,4
26,33576,13960,7
25,47303,19484,5
31,27408,11322,5
30,39447,14435,4
29,41558,14006,4
30,13946,3872,5
34,40596,16662,7
25,44227,14470,6
24,32515,12392,5
28,21227,6856,5
20,47924,17081,6
33,40807,11731,5
24,16124,4869,6
38,30906,11471,5
30,11346,4200,6
41,38375,10715,4
25,18412,6716,6
25,34103,11730,5
30,26426,7542,6
31,35335,12167,5
24,27213,8075,5
23,42006,14860,6
34,21015,7729,5
25,31908,9815,6
32,39654,15665,5
27,27272,8206,5
28,30470,11060,6
34,42560,14422,4
33,34994,8749,5
32,45961,15326,5
26,30846,11074,5
30,27213,9841,4
41,44431,13025,6
33,8263,3541,5
26,5453,1799,5
26,5151,1718,5
30,9794,3988,7
29,33035,12504,5
25,41234,11663,5
26,33544,12467,7
32,35621,12421,4
26,13423,4495,5
26,12660,5034,6
34,22370,7622,5
31,18362,6355,5
35,33450,10035,7
28,37827,13510,5
32,19330,8004,5
31,43148,14357,5
25,33664,10510,4
25,18867,5423,4
33,40135,15440,5
31,39174,12723,6
33,33508,14028,4
32,48377,15681,2
29,9027,3613,4
21,31056,8968,4
28,9625,2718,6
25,7142,2528,7
26,26166,8460,4
28,22937,9454,5
32,15213,4742,4
32,43996,15421,6
32,43615,15311,5
23,31284,10393,5
28,41874,13179,4
33,30218,10133,4
34,15812,4523,5
26,11747,3351,4
29,40496,13703,5
28,14358,4846,4
28,39344,12590,5
26,12533,5113,6
30,43599,15306,3
34,36092,10551,4
30,16252,7349,7
28,23141,7527,3
40,32358,10639,6
36,15246,4489,6
33,13224,4113,5
36,32958,9933,5
32,45345,15074,5
28,25159,6624,8
26,37538,15249,4
25,22691,9958,6
33,10242,4587,6
33,40254,13958,6
35,33617,14708,5
24,47893,18155,5
32,24573,7626,5
26,36003,14804,4
31,31083,8766,4
30,36452,12436,7
30,27804,7894,5
32,45459,16958,5
34,38344,8796,5
27,13943,4298,6
30,18433,6272,4
33,47170,19873,4
31,18222,7496,6
29,48979,15206,5
25,45703,17253,6
39,32007,8145,7
28,32249,9968,5
29,49405,19651,5
23,24911,8503,7
31,37665,15681,5
31,17565,5172,6
30,21309,8233,7
29,10376,2968,3
21,16385,6040,5
30,44604,12929,6
35,19771,8218,5
25,31529,13298,5
28,28033,10925,4
27,16766,5982,5
28,29530,11493,6
26,24031,9836,5
25,32017,11575,5
25,29415,12040,5
32,36377,13868,5
27,44408,17299,5
31,49381,13813,4
29,19121,5302,6
27,43914,14706,4
25,40854,13957,4
32,44618,13383,6
31,11009,3508,4
35,45185,15432,6
36,11797,4367,4
30,13935,4753,4
25,49409,18958,5
30,34995,10459,5
24,47816,16947,3
29,27341,9359,7
28,47190,17546,4
30,35938,12072,5
37,46457,14998,5
23,38332,14881,7
23,49221,15535,4
24,31572,10209,3
27,32938,10982,4
34,21785,7089,6
33,21455,6098,4
30,46600,15794,4
31,38212,14811,7
31,37555,13318,3
34,40181,13629,6
27,7719,2472,5
30,48631,19326,5
39,7980,2789,5
32,26015,10729,6
35,48815,14644,3
36,39925,14305,4
26,31222,9784,5
27,45434,16439,4
23,7565,2829,4
28,7634,2278,4
38,37055,10604,5
33,24540,7852,4
27,36265,10762,6
31,8148,2816,6
30,20526,6261,4
26,42211,15646,6
28,10880,3765,5
27,19578,6509,5
24,42456,12117,5
28,14423,5158,6
30,12433,4142,5
31,35268,10935,5
27,37823,14045,5
28,27387,7228,5
25,40762,16187,6
34,27823,9167,5
31,39728,16403,6
29,36566,13354,6
33,11332,4092,5
36,40344,12768,5
31,22849,7006,3
37,48377,14612,5
25,48040,16448,6
23,28965,10322,5
37,36711,12429,3
32,41929,12627,3
21,46200,18727,3
32,39065,10301,5
31,9807,3584,4
27,7866,3092,5
21,18274,6606,5
24,48171,19201,5
37,45923,15913,6
25,11149,3030,6
40,8972,3176,4
25,25423,9706,5
35,12482,4685,6
31,11311,4079,5
28,12477,5083,5
38,37590,13689,5
25,21004,8599,5
27,47828,17586,4
24,44049,17762,5
22,36645,13947,6
42,26937,10397,6
22,45080,13965,6
34,29939,9069,6
31,21198,8337,4
28,10112,3796,7
24,31388,12384,5
38,6300,2743,5
29,40900,14925,4
37,27953,8154,3
25,14238,4037,5
30,35249,10486,3
34,25372,9652,5
28,10536,3154,5
25,5029,2014,6
25,16834,5778,4
29,27984,10606,5
29,42726,14899,5
26,26357,8558,6
39,26211,9582,3
36,33533,8509,4
25,40967,16263,6
30,25698,7162,4
25,36111,7758,5
30,10864,3904,3
25,5110,1380,4
36,38166,12682,4
33,36233,11767,5
25,11580,4817,5
31,43650,13998,5
28,49690,18561,5
24,7300,3124,4
23,16018,3953,5
33,48994,18040,6
32,7380,2401,4
27,15172,5113,5
28,15201,5416,4
32,34584,9537,5
37,30586,9431,4
22,28458,10791,5
28,27228,10041,5
32,29766,11375,6
33,25209,7773,5
26,12622,5273,7
24,38061,15801,4
35,35052,13913,6
36,14409,4759,5
31,44519,14700,5
27,18245,6934,5
30,28065,11321,5
24,47561,17320,6
28,6671,2793,4
35,9220,3247,5
31,37355,12370,7
34,19174,7264,6
37,21246,8064,5
27,5979,1975,6
35,6419,2225,6
27,12218,4560,4
28,38604,14469,6
29,24966,8706,7
29,34953,14152,5
32,15540,5157,4
31,6606,2554,4
27,17963,5337,6
34,29239,6949,6
32,14510,5190,4
32,10201,2772,6
35,13417,4645,7
38,15199,5961,4
28,11170,4273,6
25,38663,17000,5
34,47742,18451,5
28,12981,4475,4
32,45500,12040,8
37,28200,11371,6
37,19422,7310,6
33,9354,3670,5
37,35326,12379,4
30,35910,11222,7
31,20776,6643,6
31,27241,9089,6
26,42551,15339,6
29,17307,5586,5
29,12045,3896,3
27,47166,14485,4
29,47957,18069,5
26,37451,13832,5
31,9737,3273,4
32,47518,17671,5
35,37845,14779,6
36,9670,2855,4
32,28073,13699,6
36,25732,9971,5
36,22289,8365,4
32,48784,21465,4
34,19941,4961,6
33,47580,20445,5
31,5533,1623,6
29,49679,17301,4
32,39206,11509,4
36,49579,22309,6
40,33640,12184,6
29,19767,6641,6
28,14686,4264,3
29,27072,9703,5
16,42584,14275,5
29,31879,9882,4
23,36732,12952,7
35,47338,16208,5
30,48023,16502,5
34,9057,3229,5
27,40071,13094,5
26,31484,10255,6
30,37878,16282,4
31,36355,13590,4
24,39328,13729,4
35,10429,3741,4
31,26194,9331,5
24,21811,6108,5
31,22523,6763,4
30,10590,4526,5
20,37264,14677,4
32,40339,14550,5
29,21332,7318,4
30,5195,2450,4
32,22892,9005,6
27,9623,3723,5
26,11585,3869,3
29,19515,7175,5
26,39828,12255,3
35,18266,6108,7
31,29837,11046,5
32,26121,9996,5
34,10038,4161,6
22,36596,11525,5
30,21528,5373,5
31,18212,6747,6
35,29906,10887,4
26,47854,15717,5
28,19400,6982,5
21,24058,9342,3
31,45238,18869,5
31,14683,5086,7
27,6514,1945,5
36,38876,11970,4
42,14989,6427,6
31,14227,5614,4
30,13375,4597,4
25,22688,6890,5
36,49296,14918,3
34,23198,6514,6
29,19132,5311,7
33,9424,2777,6
28,28694,11223,5
31,23542,7583,5
26,49758,21303,5
26,39238,12284,5
26,35928,10557,4
37,19039,4412,4
30,12755,4441,4
30,6958,2124,4
32,10404,3670,4
38,42254,14087,3
34,32616,12474,4
29,21722,6729,4
32,21273,8632,3
31,38134,15392,4
30,14029,5696,4
31,10894,3696,6
32,39394,14271,4
33,21901,7271,3
36,30964,12320,4
21,39840,14491,5
30,17064,5771,5
34,45918,15124,4
28,11490,3308,4
27,28888,9482,4
32,36505,12050,6
23,5292,2185,7
31,20688,6734,6
35,8478,2650,5
32,8500,3220,7
31,42326,13444,4
34,38895,12949,4
35,33639,12362,7
31,8215,2541,6
28,24298,9973,3
35,21079,7342,5
27,29194,9207,6
22,23736,8568,5
27,22872,7078,6
41,7992,2547,3
23,36855,13686,6
38,12642,4153,5
37,41411,15513,7
27,15966,4736,4
30,10217,3803,6
33,23332,6463,6
30,28305,8217,6
32,26986,10166,5
28,20513,6632,5
34,32073,12735,4
36,16122,5274,4
26,37643,15701,5
40,32242,11416,3
32,6423,2163,4
42,12059,5744,4
28,46550,16855,5
29,18972,6955,6
27,35356,12275,4
35,27693,8369,4
35,19432,6401,4
35,22948,8351,5
33,15403,5518,6
28,31490,13001,4
30,34260,12048,8
35,38620,12300,6
29,26828,10127,5
27,16358,5142,5
29,46613,14946,4
33,31885,11784,7
36,24591,8365,7
25,39881,14790,5
33,32604,5986,6
34,48649,17605,4
29,12340,3744,4
32,34013,14717,4
36,12527,4344,6
30,9915,2999,6
29,38548,16514,6
29,30149,9993,6
28,6461,1927,5
24,26990,9444,4
32,42185,15851,3
27,20287,7108,4
34,37686,11030,5
34,21696,6225,5
36,21553,4612,4
26,7471,2845,5
33,35174,15173,5
36,27677,8401,5
32,47059,17233,6
39,45343,14825,6
33,29143,12949,7
33,15495,5503,4
27,44468,17104,4
23,9843,3317,5
28,32573,12762,5
26,13479,4975,5
36,34481,11409,5
28,25344,12580,4
34,36677,9421,6
30,29326,9947,5
15,45333,20475,6
33,27749,12578,4
27,37891,9799,5
30,15437,5025,5
23,41047,11036,5
30,36162,10449,7
26,13797,5726,5
27,28057,10276,3
22,40985,17224,5
29,39017,11620,4
27,25328,11170,5
33,21801,6917,5
34,35033,11819,6
31,25974,10651,4
36,44056,15721,4
36,13231,4906,4
